id,answer,correct.answer,prefix.propt,full.len.prefix,prefix.revealed,s1,s2,s3,s4
test34,s3,s3,0.30,10,3,題されている。,集中させる。,露出している。,開催されている。
test34,s3,s3,0.30,10,3,題されている。,集中させる。,露出している。,開催されている。
test35,s2,s2,0.91,11,10,定着した。,就かせていただきます。,寄せている。,就任した。
test35,s2,s2,0.91,11,10,定着した。,就かせていただきます。,寄せている。,就任した。
test35,s4,s2,0.91,11,10,定着した。,就かせていただきます。,寄せている。,就任した。
test35,s2,s2,0.91,11,10,定着した。,就かせていただきます。,寄せている。,就任した。
test35,s4,s2,0.91,11,10,定着した。,就かせていただきます。,寄せている。,就任した。
test36,s1,s1,0.33,6,2,呼ぶ。,いわれている。,される。,称される。
test36,s1,s1,0.33,6,2,呼ぶ。,いわれている。,される。,称される。
test36,s4,s1,0.33,6,2,呼ぶ。,いわれている。,される。,称される。
test36,s1,s1,0.33,6,2,呼ぶ。,いわれている。,される。,称される。
test36,s3,s1,0.33,6,2,呼ぶ。,いわれている。,される。,称される。
test37,s2,s2,1.00,4,4,存続していた。,存在する。,始まる。,好んだ。
test37,s2,s2,1.00,4,4,存続していた。,存在する。,始まる。,好んだ。
test37,s1,s2,1.00,4,4,存続していた。,存在する。,始まる。,好んだ。
test37,s1,s2,1.00,4,4,存続していた。,存在する。,始まる。,好んだ。
test37,s2,s2,1.00,4,4,存続していた。,存在する。,始まる。,好んだ。
test38,s4,s4,0.42,12,5,される。,称される。,いわれている。,呼ぶ。
test38,s4,s4,0.42,12,5,される。,称される。,いわれている。,呼ぶ。
test38,s1,s4,0.42,12,5,される。,称される。,いわれている。,呼ぶ。
test38,s4,s4,0.42,12,5,される。,称される。,いわれている。,呼ぶ。
test38,s1,s4,0.42,12,5,される。,称される。,いわれている。,呼ぶ。
test39,s1,s1,0.56,9,5,回復する。,囲んでいる。,呼んでいる。,呼称される。
test39,s4,s1,0.56,9,5,回復する。,囲んでいる。,呼んでいる。,呼称される。
test39,s4,s1,0.56,9,5,回復する。,囲んでいる。,呼んでいる。,呼称される。
test39,s4,s1,0.56,9,5,回復する。,囲んでいる。,呼んでいる。,呼称される。
test39,s4,s1,0.56,9,5,回復する。,囲んでいる。,呼んでいる。,呼称される。
test40,s2,s2,0.25,4,1,親しまれている。,言う。,触れている。,記されている。
test40,s1,s2,0.25,4,1,親しまれている。,言う。,触れている。,記されている。
test40,s2,s2,0.25,4,1,親しまれている。,言う。,触れている。,記されている。
test40,s1,s2,0.25,4,1,親しまれている。,言う。,触れている。,記されている。
test40,s2,s2,0.25,4,1,親しまれている。,言う。,触れている。,記されている。
test41,s3,s3,0.33,3,1,表す。,至った。,行うこととされている。,考慮されている。
test41,s3,s3,0.33,3,1,表す。,至った。,行うこととされている。,考慮されている。
test41,s3,s3,0.33,3,1,表す。,至った。,行うこととされている。,考慮されている。
test41,s3,s3,0.33,3,1,表す。,至った。,行うこととされている。,考慮されている。
test41,s3,s3,0.33,3,1,表す。,至った。,行うこととされている。,考慮されている。
test42,s2,s3,0.15,13,2,整備されていった。,描かれる。,数えている。,改めた。
test42,s4,s3,0.15,13,2,整備されていった。,描かれる。,数えている。,改めた。
test42,s3,s3,0.15,13,2,整備されていった。,描かれる。,数えている。,改めた。
test42,s3,s3,0.15,13,2,整備されていった。,描かれる。,数えている。,改めた。
test42,s3,s3,0.15,13,2,整備されていった。,描かれる。,数えている。,改めた。
test43,s2,s2,0.90,10,9,使用される。,使われている。,位置づけられた。,位置する。
test43,s2,s2,0.90,10,9,使用される。,使われている。,位置づけられた。,位置する。
test43,s2,s2,0.90,10,9,使用される。,使われている。,位置づけられた。,位置する。
test43,s2,s2,0.90,10,9,使用される。,使われている。,位置づけられた。,位置する。
test43,s2,s2,0.90,10,9,使用される。,使われている。,位置づけられた。,位置する。
test44,s3,s1,0.15,13,2,得ることになる。,後押しした。,得度した。,彫られる。
test44,s1,s1,0.15,13,2,得ることになる。,後押しした。,得度した。,彫られる。
test44,s1,s1,0.15,13,2,得ることになる。,後押しした。,得度した。,彫られる。
test44,s3,s1,0.15,13,2,得ることになる。,後押しした。,得度した。,彫られる。
test44,s3,s1,0.15,13,2,得ることになる。,後押しした。,得度した。,彫られる。
test45,s1,s1,0.67,3,2,好んだ。,変えられた。,始まったとされている。,増やしていった。
test45,s1,s1,0.67,3,2,好んだ。,変えられた。,始まったとされている。,増やしていった。
test45,s1,s1,0.67,3,2,好んだ。,変えられた。,始まったとされている。,増やしていった。
test45,s1,s1,0.67,3,2,好んだ。,変えられた。,始まったとされている。,増やしていった。
test45,s1,s1,0.67,3,2,好んだ。,変えられた。,始まったとされている。,増やしていった。
test46,s2,s2,1.00,4,4,受けた。,呼ばれていた。,学ぶ。,出土している。
test46,s2,s2,1.00,4,4,受けた。,呼ばれていた。,学ぶ。,出土している。
test46,s2,s2,1.00,4,4,受けた。,呼ばれていた。,学ぶ。,出土している。
test46,s2,s2,1.00,4,4,受けた。,呼ばれていた。,学ぶ。,出土している。
test46,s2,s2,1.00,4,4,受けた。,呼ばれていた。,学ぶ。,出土している。
test47,s3,s4,0.40,10,4,溜めることもできる。,活用されている。,消失した。,混在した。
test47,s4,s4,0.40,10,4,溜めることもできる。,活用されている。,消失した。,混在した。
test47,s4,s4,0.40,10,4,溜めることもできる。,活用されている。,消失した。,混在した。
test47,s4,s4,0.40,10,4,溜めることもできる。,活用されている。,消失した。,混在した。
test47,s4,s4,0.40,10,4,溜めることもできる。,活用されている。,消失した。,混在した。
test48,s2,s1,0.60,10,6,出来た。,処されることになった。,出かける。,出現した。
test48,s1,s1,0.60,10,6,出来た。,処されることになった。,出かける。,出現した。
test48,s1,s1,0.60,10,6,出来た。,処されることになった。,出かける。,出現した。
test48,s1,s1,0.60,10,6,出来た。,処されることになった。,出かける。,出現した。
test48,s3,s1,0.60,10,6,出来た。,処されることになった。,出かける。,出現した。
test49,s4,s3,0.33,12,4,いわれる。,称される。,行われる。,呼ぶ。
test49,s3,s3,0.33,12,4,いわれる。,称される。,行われる。,呼ぶ。
test49,s1,s3,0.33,12,4,いわれる。,称される。,行われる。,呼ぶ。
test49,s3,s3,0.33,12,4,いわれる。,称される。,行われる。,呼ぶ。
test49,s2,s3,0.33,12,4,いわれる。,称される。,行われる。,呼ぶ。
test50,s4,s4,0.89,9,8,さす。,きている。,たどり着かない。,されている。
test50,s4,s4,0.89,9,8,さす。,きている。,たどり着かない。,されている。
test50,s4,s4,0.89,9,8,さす。,きている。,たどり着かない。,されている。
test50,s4,s4,0.89,9,8,さす。,きている。,たどり着かない。,されている。
test50,s4,s4,0.89,9,8,さす。,きている。,たどり着かない。,されている。
test51,s1,s4,0.33,12,4,称される。,行う。,された。,いわれる。
test51,s1,s4,0.33,12,4,称される。,行う。,された。,いわれる。
test51,s1,s4,0.33,12,4,称される。,行う。,された。,いわれる。
test51,s1,s4,0.33,12,4,称される。,行う。,された。,いわれる。
test51,s1,s4,0.33,12,4,称される。,行う。,された。,いわれる。
test52,s1,s1,0.11,9,1,出かける。,凝らされる。,処されることになった。,出来た。
test52,s1,s1,0.11,9,1,出かける。,凝らされる。,処されることになった。,出来た。
test52,s1,s1,0.11,9,1,出かける。,凝らされる。,処されることになった。,出来た。
test52,s1,s1,0.11,9,1,出かける。,凝らされる。,処されることになった。,出来た。
test52,s1,s1,0.11,9,1,出かける。,凝らされる。,処されることになった。,出来た。
test53,s2,s3,0.40,5,2,述べている。,造営された。,造られている。,追いやった。
test53,s2,s3,0.40,5,2,述べている。,造営された。,造られている。,追いやった。
test53,s3,s3,0.40,5,2,述べている。,造営された。,造られている。,追いやった。
test53,s3,s3,0.40,5,2,述べている。,造営された。,造られている。,追いやった。
test53,s3,s3,0.40,5,2,述べている。,造営された。,造られている。,追いやった。
test54,s4,s3,1.00,3,3,受けた。,学ぶ。,呼ばれていた。,出土している。
test54,s3,s3,1.00,3,3,受けた。,学ぶ。,呼ばれていた。,出土している。
test54,s3,s3,1.00,3,3,受けた。,学ぶ。,呼ばれていた。,出土している。
test54,s3,s3,1.00,3,3,受けた。,学ぶ。,呼ばれていた。,出土している。
test54,s3,s3,1.00,3,3,受けた。,学ぶ。,呼ばれていた。,出土している。
test55,s3,s1,0.63,8,5,亡くしたことになる。,乱立した。,並んでいる。,付けられた。
test55,s4,s1,0.63,8,5,亡くしたことになる。,乱立した。,並んでいる。,付けられた。
test55,s4,s1,0.63,8,5,亡くしたことになる。,乱立した。,並んでいる。,付けられた。
test55,s1,s1,0.63,8,5,亡くしたことになる。,乱立した。,並んでいる。,付けられた。
test55,s1,s1,0.63,8,5,亡くしたことになる。,乱立した。,並んでいる。,付けられた。
test56,s2,s2,0.63,8,5,就かせていただきます。,尽力した。,展示している。,就任した。
test56,s4,s2,0.63,8,5,就かせていただきます。,尽力した。,展示している。,就任した。
test56,s2,s2,0.63,8,5,就かせていただきます。,尽力した。,展示している。,就任した。
test56,s4,s2,0.63,8,5,就かせていただきます。,尽力した。,展示している。,就任した。
test56,s2,s2,0.63,8,5,就かせていただきます。,尽力した。,展示している。,就任した。
test57,s1,s3,0.80,5,4,いう。,見られる。,ある。,なる。
test57,s1,s3,0.80,5,4,いう。,見られる。,ある。,なる。
test57,s1,s3,0.80,5,4,いう。,見られる。,ある。,なる。
test57,s1,s3,0.80,5,4,いう。,見られる。,ある。,なる。
test57,s1,s3,0.80,5,4,いう。,見られる。,ある。,なる。
test58,s1,s3,0.50,2,1,いう。,見られる。,ある。,なる。
test58,s4,s3,0.50,2,1,いう。,見られる。,ある。,なる。
test58,s2,s3,0.50,2,1,いう。,見られる。,ある。,なる。
test58,s4,s3,0.50,2,1,いう。,見られる。,ある。,なる。
test58,s2,s3,0.50,2,1,いう。,見られる。,ある。,なる。
test59,s1,s1,1.00,9,9,増やしていった。,囲んでいる。,変えられた。,回復する。
test59,s1,s1,1.00,9,9,増やしていった。,囲んでいる。,変えられた。,回復する。
test59,s1,s1,1.00,9,9,増やしていった。,囲んでいる。,変えられた。,回復する。
test59,s1,s1,1.00,9,9,増やしていった。,囲んでいる。,変えられた。,回復する。
test59,s1,s1,1.00,9,9,増やしていった。,囲んでいる。,変えられた。,回復する。
test60,s1,s1,0.36,11,4,纏う。,編纂された。,置いた。,続ける。
test60,s1,s1,0.36,11,4,纏う。,編纂された。,置いた。,続ける。
test60,s2,s1,0.36,11,4,纏う。,編纂された。,置いた。,続ける。
test60,s1,s1,0.36,11,4,纏う。,編纂された。,置いた。,続ける。
test60,s1,s1,0.36,11,4,纏う。,編纂された。,置いた。,続ける。
test61,s1,s1,1.00,12,12,行っている。,表す。,考慮されている。,至った。
test61,s1,s1,1.00,12,12,行っている。,表す。,考慮されている。,至った。
test61,s1,s1,1.00,12,12,行っている。,表す。,考慮されている。,至った。
test61,s1,s1,1.00,12,12,行っている。,表す。,考慮されている。,至った。
test61,s1,s1,1.00,12,12,行っている。,表す。,考慮されている。,至った。
test62,s4,s4,1.00,3,3,なる。,見られる。,あった。,いう。
test62,s4,s4,1.00,3,3,なる。,見られる。,あった。,いう。
test62,s4,s4,1.00,3,3,なる。,見られる。,あった。,いう。
test62,s4,s4,1.00,3,3,なる。,見られる。,あった。,いう。
test62,s2,s4,1.00,3,3,なる。,見られる。,あった。,いう。
test63,s1,s1,0.70,10,7,増えた。,変えられた。,回復する。,囲んでいる。
test63,s2,s1,0.70,10,7,増えた。,変えられた。,回復する。,囲んでいる。
test63,s2,s1,0.70,10,7,増えた。,変えられた。,回復する。,囲んでいる。
test63,s2,s1,0.70,10,7,増えた。,変えられた。,回復する。,囲んでいる。
test63,s1,s1,0.70,10,7,増えた。,変えられた。,回復する。,囲んでいる。
test64,s4,s4,0.86,7,6,戻った。,感得した。,感じる。,成る。
test64,s4,s4,0.86,7,6,戻った。,感得した。,感じる。,成る。
test64,s4,s4,0.86,7,6,戻った。,感得した。,感じる。,成る。
test64,s4,s4,0.86,7,6,戻った。,感得した。,感じる。,成る。
test64,s4,s4,0.86,7,6,戻った。,感得した。,感じる。,成る。
test65,s3,s2,0.15,13,2,なる。,あった。,見られる。,いう。
test65,s2,s2,0.15,13,2,なる。,あった。,見られる。,いう。
test65,s2,s2,0.15,13,2,なる。,あった。,見られる。,いう。
test65,s2,s2,0.15,13,2,なる。,あった。,見られる。,いう。
test65,s2,s2,0.15,13,2,なる。,あった。,見られる。,いう。
test66,s3,s2,1.00,8,8,述べている。,造られた。,造営された。,追いやった。
test66,s2,s2,1.00,8,8,述べている。,造られた。,造営された。,追いやった。
test66,s3,s2,1.00,8,8,述べている。,造られた。,造営された。,追いやった。
test66,s3,s2,1.00,8,8,述べている。,造られた。,造営された。,追いやった。
test66,s2,s2,1.00,8,8,述べている。,造られた。,造営された。,追いやった。
test67,s2,s2,0.45,11,5,機能していた。,歴任した。,生まれた。,持っていた。
test67,s2,s2,0.45,11,5,機能していた。,歴任した。,生まれた。,持っていた。
test67,s3,s2,0.45,11,5,機能していた。,歴任した。,生まれた。,持っていた。
test67,s2,s2,0.45,11,5,機能していた。,歴任した。,生まれた。,持っていた。
test67,s2,s2,0.45,11,5,機能していた。,歴任した。,生まれた。,持っていた。
test68,s2,s1,0.33,3,1,衰退しつつある。,見られている。,行われている。,表す。
test68,s1,s1,0.33,3,1,衰退しつつある。,見られている。,行われている。,表す。
test68,s4,s1,0.33,3,1,衰退しつつある。,見られている。,行われている。,表す。
test68,s1,s1,0.33,3,1,衰退しつつある。,見られている。,行われている。,表す。
test68,s4,s1,0.33,3,1,衰退しつつある。,見られている。,行われている。,表す。
test69,s2,s2,0.17,12,2,復元された。,得度した。,得ることになる。,後押しした。
test69,s1,s2,0.17,12,2,復元された。,得度した。,得ることになる。,後押しした。
test69,s1,s2,0.17,12,2,復元された。,得度した。,得ることになる。,後押しした。
test69,s1,s2,0.17,12,2,復元された。,得度した。,得ることになる。,後押しした。
test69,s3,s2,0.17,12,2,復元された。,得度した。,得ることになる。,後押しした。
test70,s1,s3,0.50,8,4,見られる。,なる。,ある。,いう。
test70,s1,s3,0.50,8,4,見られる。,なる。,ある。,いう。
test70,s3,s3,0.50,8,4,見られる。,なる。,ある。,いう。
test70,s1,s3,0.50,8,4,見られる。,なる。,ある。,いう。
test70,s1,s3,0.50,8,4,見られる。,なる。,ある。,いう。
test71,s4,s2,0.50,12,6,あった。,いう。,見られる。,なった。
test71,s4,s2,0.50,12,6,あった。,いう。,見られる。,なった。
test71,s4,s2,0.50,12,6,あった。,いう。,見られる。,なった。
test71,s1,s2,0.50,12,6,あった。,いう。,見られる。,なった。
test71,s1,s2,0.50,12,6,あった。,いう。,見られる。,なった。
test72,s4,s4,0.46,13,6,禁じられている。,称された。,移された。,称した。
test72,s3,s4,0.46,13,6,禁じられている。,称された。,移された。,称した。
test72,s3,s4,0.46,13,6,禁じられている。,称された。,移された。,称した。
test72,s3,s4,0.46,13,6,禁じられている。,称された。,移された。,称した。
test72,s3,s4,0.46,13,6,禁じられている。,称された。,移された。,称した。
test73,s2,s2,0.80,5,4,される。,称される。,呼ぶ。,行う。
test73,s2,s2,0.80,5,4,される。,称される。,呼ぶ。,行う。
test73,s2,s2,0.80,5,4,される。,称される。,呼ぶ。,行う。
test73,s2,s2,0.80,5,4,される。,称される。,呼ぶ。,行う。
test73,s2,s2,0.80,5,4,される。,称される。,呼ぶ。,行う。
test74,s4,s2,0.50,4,2,呼んでいる。,呼称される。,回復する。,含める。
test74,s1,s2,0.50,4,2,呼んでいる。,呼称される。,回復する。,含める。
test74,s1,s2,0.50,4,2,呼んでいる。,呼称される。,回復する。,含める。
test74,s2,s2,0.50,4,2,呼んでいる。,呼称される。,回復する。,含める。
test74,s2,s2,0.50,4,2,呼んでいる。,呼称される。,回復する。,含める。
test75,s3,s4,0.83,12,10,いう。,なる。,見られる。,ある。
test75,s3,s4,0.83,12,10,いう。,なる。,見られる。,ある。
test75,s3,s4,0.83,12,10,いう。,なる。,見られる。,ある。
test75,s3,s4,0.83,12,10,いう。,なる。,見られる。,ある。
test75,s3,s4,0.83,12,10,いう。,なる。,見られる。,ある。
test76,s4,s2,0.23,13,3,する。,入る。,伝わっている。,出土している。
test76,s3,s2,0.23,13,3,する。,入る。,伝わっている。,出土している。
test76,s3,s2,0.23,13,3,する。,入る。,伝わっている。,出土している。
test76,s1,s2,0.23,13,3,する。,入る。,伝わっている。,出土している。
test76,s3,s2,0.23,13,3,する。,入る。,伝わっている。,出土している。
test77,s3,s3,0.50,12,6,移築されることもあった。,称した。,移された。,禁じられている。
test77,s3,s3,0.50,12,6,移築されることもあった。,称した。,移された。,禁じられている。
test77,s3,s3,0.50,12,6,移築されることもあった。,称した。,移された。,禁じられている。
test77,s2,s3,0.50,12,6,移築されることもあった。,称した。,移された。,禁じられている。
test77,s3,s3,0.50,12,6,移築されることもあった。,称した。,移された。,禁じられている。
test78,s3,s3,0.86,7,6,知られる。,盛る。,確認されている。,示した。
test78,s3,s3,0.86,7,6,知られる。,盛る。,確認されている。,示した。
test78,s3,s3,0.86,7,6,知られる。,盛る。,確認されている。,示した。
test78,s3,s3,0.86,7,6,知られる。,盛る。,確認されている。,示した。
test78,s3,s3,0.86,7,6,知られる。,盛る。,確認されている。,示した。
test79,s4,s1,0.70,10,7,ある。,なる。,いう。,見られる。
test79,s4,s1,0.70,10,7,ある。,なる。,いう。,見られる。
test79,s4,s1,0.70,10,7,ある。,なる。,いう。,見られる。
test79,s4,s1,0.70,10,7,ある。,なる。,いう。,見られる。
test79,s4,s1,0.70,10,7,ある。,なる。,いう。,見られる。
test80,s1,s1,0.85,13,11,なっていった。,ねじる。,なしている。,できる。
test80,s3,s1,0.85,13,11,なっていった。,ねじる。,なしている。,できる。
test80,s1,s1,0.85,13,11,なっていった。,ねじる。,なしている。,できる。
test80,s1,s1,0.85,13,11,なっていった。,ねじる。,なしている。,できる。
test80,s1,s1,0.85,13,11,なっていった。,ねじる。,なしている。,できる。
test81,s2,s2,0.50,6,3,分割した。,分類できる。,分けられる。,利用される。
test81,s2,s2,0.50,6,3,分割した。,分類できる。,分けられる。,利用される。
test81,s2,s2,0.50,6,3,分割した。,分類できる。,分けられる。,利用される。
test81,s2,s2,0.50,6,3,分割した。,分類できる。,分けられる。,利用される。
test81,s2,s2,0.50,6,3,分割した。,分類できる。,分けられる。,利用される。
test82,s2,s1,0.33,3,1,指定されている。,指摘している。,指す。,持っている。
test82,s3,s1,0.33,3,1,指定されている。,指摘している。,指す。,持っている。
test82,s1,s1,0.33,3,1,指定されている。,指摘している。,指す。,持っている。
test82,s1,s1,0.33,3,1,指定されている。,指摘している。,指す。,持っている。
test82,s1,s1,0.33,3,1,指定されている。,指摘している。,指す。,持っている。
test83,s4,s3,0.46,13,6,見られる。,いう。,ある。,なる。
test83,s1,s3,0.46,13,6,見られる。,いう。,ある。,なる。
test83,s1,s3,0.46,13,6,見られる。,いう。,ある。,なる。
test83,s1,s3,0.46,13,6,見られる。,いう。,ある。,なる。
test83,s4,s3,0.46,13,6,見られる。,いう。,ある。,なる。
test84,s3,s3,1.00,11,11,死去していた。,機能した。,残らない。,求められるようになる。
test84,s3,s3,1.00,11,11,死去していた。,機能した。,残らない。,求められるようになる。
test84,s3,s3,1.00,11,11,死去していた。,機能した。,残らない。,求められるようになる。
test84,s2,s3,1.00,11,11,死去していた。,機能した。,残らない。,求められるようになる。
test84,s3,s3,1.00,11,11,死去していた。,機能した。,残らない。,求められるようになる。
test85,s4,s4,0.80,10,8,回復する。,増えた。,呼称される。,囲んでいる。
test85,s3,s4,0.80,10,8,回復する。,増えた。,呼称される。,囲んでいる。
test85,s4,s4,0.80,10,8,回復する。,増えた。,呼称される。,囲んでいる。
test85,s3,s4,0.80,10,8,回復する。,増えた。,呼称される。,囲んでいる。
test85,s4,s4,0.80,10,8,回復する。,増えた。,呼称される。,囲んでいる。
test86,s4,s2,0.45,11,5,伝わっている。,している。,行われる。,いわれる。
test86,s4,s2,0.45,11,5,伝わっている。,している。,行われる。,いわれる。
test86,s1,s2,0.45,11,5,伝わっている。,している。,行われる。,いわれる。
test86,s3,s2,0.45,11,5,伝わっている。,している。,行われる。,いわれる。
test86,s1,s2,0.45,11,5,伝わっている。,している。,行われる。,いわれる。
test87,s2,s2,0.86,7,6,造営された。,運営されていた。,造られている。,運搬された。
test87,s2,s2,0.86,7,6,造営された。,運営されていた。,造られている。,運搬された。
test87,s3,s2,0.86,7,6,造営された。,運営されていた。,造られている。,運搬された。
test87,s2,s2,0.86,7,6,造営された。,運営されていた。,造られている。,運搬された。
test87,s3,s2,0.86,7,6,造営された。,運営されていた。,造られている。,運搬された。
test88,s2,s1,0.62,13,8,上洛する。,与えた。,一新した。,もつ。
test88,s1,s1,0.62,13,8,上洛する。,与えた。,一新した。,もつ。
test88,s2,s1,0.62,13,8,上洛する。,与えた。,一新した。,もつ。
test88,s1,s1,0.62,13,8,上洛する。,与えた。,一新した。,もつ。
test88,s1,s1,0.62,13,8,上洛する。,与えた。,一新した。,もつ。
test89,s3,s4,0.43,7,3,伝えられる。,伺える。,位置づけられた。,位置する。
test89,s1,s4,0.43,7,3,伝えられる。,伺える。,位置づけられた。,位置する。
test89,s4,s4,0.43,7,3,伝えられる。,伺える。,位置づけられた。,位置する。
test89,s4,s4,0.43,7,3,伝えられる。,伺える。,位置づけられた。,位置する。
test89,s3,s4,0.43,7,3,伝えられる。,伺える。,位置づけられた。,位置する。
test90,s1,s2,0.43,7,3,見られる。,ある。,なる。,いう。
test90,s2,s2,0.43,7,3,見られる。,ある。,なる。,いう。
test90,s1,s2,0.43,7,3,見られる。,ある。,なる。,いう。
test90,s2,s2,0.43,7,3,見られる。,ある。,なる。,いう。
test90,s2,s2,0.43,7,3,見られる。,ある。,なる。,いう。
test91,s3,s3,0.63,8,5,立つ。,管理している。,築かれている。,納めることがある。
test91,s3,s3,0.63,8,5,立つ。,管理している。,築かれている。,納めることがある。
test91,s3,s3,0.63,8,5,立つ。,管理している。,築かれている。,納めることがある。
test91,s3,s3,0.63,8,5,立つ。,管理している。,築かれている。,納めることがある。
test91,s3,s3,0.63,8,5,立つ。,管理している。,築かれている。,納めることがある。
test92,s3,s3,1.00,11,11,いた。,言われている。,開く。,説いている。
test92,s2,s3,1.00,11,11,いた。,言われている。,開く。,説いている。
test92,s2,s3,1.00,11,11,いた。,言われている。,開く。,説いている。
test92,s3,s3,1.00,11,11,いた。,言われている。,開く。,説いている。
test92,s3,s3,1.00,11,11,いた。,言われている。,開く。,説いている。
test93,s1,s1,0.62,13,8,師事した。,尽力している。,展示している。,帰依します。
test93,s1,s1,0.62,13,8,師事した。,尽力している。,展示している。,帰依します。
test93,s3,s1,0.62,13,8,師事した。,尽力している。,展示している。,帰依します。
test93,s3,s1,0.62,13,8,師事した。,尽力している。,展示している。,帰依します。
test93,s1,s1,0.62,13,8,師事した。,尽力している。,展示している。,帰依します。
test94,s2,s4,0.62,13,8,紹介している。,継いだ。,経験した。,結んだ。
test94,s3,s4,0.62,13,8,紹介している。,継いだ。,経験した。,結んだ。
test94,s2,s4,0.62,13,8,紹介している。,継いだ。,経験した。,結んだ。
test94,s3,s4,0.62,13,8,紹介している。,継いだ。,経験した。,結んだ。
test94,s2,s4,0.62,13,8,紹介している。,継いだ。,経験した。,結んだ。
test95,s2,s1,1.00,11,11,なっている。,見られる。,いわれている。,あった。
test95,s1,s1,1.00,11,11,なっている。,見られる。,いわれている。,あった。
test95,s2,s1,1.00,11,11,なっている。,見られる。,いわれている。,あった。
test95,s1,s1,1.00,11,11,なっている。,見られる。,いわれている。,あった。
test95,s2,s1,1.00,11,11,なっている。,見られる。,いわれている。,あった。
test96,s2,s2,0.43,7,3,する。,伝わっている。,入る。,いわれる。
test96,s2,s2,0.43,7,3,する。,伝わっている。,入る。,いわれる。
test96,s2,s2,0.43,7,3,する。,伝わっている。,入る。,いわれる。
test96,s2,s2,0.43,7,3,する。,伝わっている。,入る。,いわれる。
test96,s2,s2,0.43,7,3,する。,伝わっている。,入る。,いわれる。
test97,s3,s3,0.60,5,3,考慮されている。,纏う。,考えられる。,置かれていた。
test97,s1,s3,0.60,5,3,考慮されている。,纏う。,考えられる。,置かれていた。
test97,s3,s3,0.60,5,3,考慮されている。,纏う。,考えられる。,置かれていた。
test97,s1,s3,0.60,5,3,考慮されている。,纏う。,考えられる。,置かれていた。
test97,s4,s3,0.60,5,3,考慮されている。,纏う。,考えられる。,置かれていた。
test98,s1,s1,0.42,12,5,献上された。,演奏される。,現れた。,点在するようになる。
test98,s4,s1,0.42,12,5,献上された。,演奏される。,現れた。,点在するようになる。
test98,s1,s1,0.42,12,5,献上された。,演奏される。,現れた。,点在するようになる。
test98,s4,s1,0.42,12,5,献上された。,演奏される。,現れた。,点在するようになる。
test98,s4,s1,0.42,12,5,献上された。,演奏される。,現れた。,点在するようになる。
test99,s2,s2,0.14,7,1,変えられた。,始まる。,存在する。,好んだ。
test99,s2,s2,0.14,7,1,変えられた。,始まる。,存在する。,好んだ。
test99,s2,s2,0.14,7,1,変えられた。,始まる。,存在する。,好んだ。
test99,s2,s2,0.14,7,1,変えられた。,始まる。,存在する。,好んだ。
test99,s2,s2,0.14,7,1,変えられた。,始まる。,存在する。,好んだ。
test100,s3,s3,0.14,7,1,亡くしたことになる。,付けられた。,伝えられている。,伺える。
test100,s3,s3,0.14,7,1,亡くしたことになる。,付けられた。,伝えられている。,伺える。
test100,s1,s3,0.14,7,1,亡くしたことになる。,付けられた。,伝えられている。,伺える。
test100,s1,s3,0.14,7,1,亡くしたことになる。,付けられた。,伝えられている。,伺える。
test100,s3,s3,0.14,7,1,亡くしたことになる。,付けられた。,伝えられている。,伺える。
test101,s1,s2,0.33,3,1,評価されるようになった。,読みつがれている。,調節できる。,認められることになる。
test101,s1,s2,0.33,3,1,評価されるようになった。,読みつがれている。,調節できる。,認められることになる。
test101,s1,s2,0.33,3,1,評価されるようになった。,読みつがれている。,調節できる。,認められることになる。
test101,s4,s2,0.33,3,1,評価されるようになった。,読みつがれている。,調節できる。,認められることになる。
test101,s4,s2,0.33,3,1,評価されるようになった。,読みつがれている。,調節できる。,認められることになる。
test102,s3,s1,0.55,11,6,分かれていた。,分割した。,出現した。,出来た。
test102,s1,s1,0.55,11,6,分かれていた。,分割した。,出現した。,出来た。
test102,s2,s1,0.55,11,6,分かれていた。,分割した。,出現した。,出来た。
test102,s1,s1,0.55,11,6,分かれていた。,分割した。,出現した。,出来た。
test102,s1,s1,0.55,11,6,分かれていた。,分割した。,出現した。,出来た。
test103,s1,s1,1.00,9,9,登場している。,皮肉られた。,登りやすくしている。,発見されている。
test103,s4,s1,1.00,9,9,登場している。,皮肉られた。,登りやすくしている。,発見されている。
test103,s1,s1,1.00,9,9,登場している。,皮肉られた。,登りやすくしている。,発見されている。
test103,s1,s1,1.00,9,9,登場している。,皮肉られた。,登りやすくしている。,発見されている。
test103,s1,s1,1.00,9,9,登場している。,皮肉られた。,登りやすくしている。,発見されている。
test104,s4,s4,1.00,6,6,名乗っていることがある。,向かい掛けた。,呼ばれている。,含まれることがある。
test104,s4,s4,1.00,6,6,名乗っていることがある。,向かい掛けた。,呼ばれている。,含まれることがある。
test104,s4,s4,1.00,6,6,名乗っていることがある。,向かい掛けた。,呼ばれている。,含まれることがある。
test104,s4,s4,1.00,6,6,名乗っていることがある。,向かい掛けた。,呼ばれている。,含まれることがある。
test104,s4,s4,1.00,6,6,名乗っていることがある。,向かい掛けた。,呼ばれている。,含まれることがある。
test105,s1,s4,0.77,13,10,移る。,移築されることもあった。,管理している。,立つ。
test105,s2,s4,0.77,13,10,移る。,移築されることもあった。,管理している。,立つ。
test105,s3,s4,0.77,13,10,移る。,移築されることもあった。,管理している。,立つ。
test105,s3,s4,0.77,13,10,移る。,移築されることもあった。,管理している。,立つ。
